index,list_price,play_star_rating,prod_id,set_name,star_rating
441,257.3922,4.5,76052.0,Batman™ Classic TV Series – Batcave,4.6
442,12.1524,5.0,70637.0,Cole - Spinjitzu Master,5.0
443,89.99,4.8,75186.0,The Arrowhead,4.8
444,21.9478,4.3,42057.0,Ultralight Helicopter,4.7
445,24.3878,4.6,60150.0,Pizza Van,4.9
446,146.3878,4.7,75191.0,Jedi Starfighter™ With Hyperdrive,4.7
447,28.3929,2.2,10845.0,My First Carousel,2.2
448,36.539,4.4,76099.0,Rhino Face-Off by the Mine,4.7
449,16.785999999999998,4.3,75166.0,First Order Transport Speeder Battle Pack,4.6
450,19.5078,4.7,75878.0,Bugatti Chiron,4.9
451,33.552,4.4,76099.0,Rhino Face-Off by the Mine,4.7
452,42.6878,3.2,31068.0,Modular Modern Home,3.8
453,101.39220000000002,4.5,70617.0,Temple of The Ultimate Ultimate Weapon,4.8
454,121.9878,4.8,41130.0,Amusement Park Roller Coaster,4.8
455,139.986,4.8,41130.0,Amusement Park Roller Coaster,4.8
456,83.5924,4.3,70613.0,Garma Mecha Man,4.5
457,17.4724,4.7,75880.0,McLaren 720S,4.9
458,30.4878,3.9,2000414.0,Starter Kit,3.9
459,36.5878,4.6,10696.0,LEGO® Medium Creative Brick Box,4.6
460,12.4722,4.2,76101.0,Outrider Dropship Attack,4.8
461,14.99,4.1,7281.0,T-Junction & Curved Road Plates,3.9
462,53.88,3.2,70921.0,Harley Quinn™ Cannonball Attack,3.2
463,61.098,4.7,70631.0,Garmadon's Volcano Lair,4.3
464,60.9878,4.9,10507.0,My First Train Set,4.7
465,12.1878,2.0,41609.0,Chewbacca™,3.0
466,36.5878,3.8,41311.0,Heartlake Pizzeria,4.1
467,131.58,4.7,75191.0,Jedi Starfighter™ With Hyperdrive,4.7
468,11.5971,4.8,60163.0,Coast Guard Starter Set,5.0
469,9.99,3.5,41586.0,Batgirl™,4.3
470,39.99,4.5,41312.0,Heartlake Sports Center,4.7
471,419.986,3.9,10256.0,Taj Mahal,4.8
472,12.1878,4.0,60178.0,Speed Record Car,5.0
473,425.9929,4.8,70620.0,NINJAGO® City,4.9
474,268.3878,3.3,71042.0,Silent Mary,4.5
475,35.598,4.6,75182.0,Republic Fighter Tank™,4.6
476,38.987,4.0,31067.0,Modular Poolside Holiday,4.6
477,12.139,4.7,10714.0,Blue Baseplate,4.7
478,27.986,3.9,76085.0,Battle of Atlantis,4.2
479,24.3878,4.3,60164.0,Sea Rescue Plane,4.3
480,12.1878,5.0,10748.0,Emma's Pet Party,5.0
481,6.0878000000000005,2.7,10709.0,Orange Creativity Box,4.7
482,463.5878,4.7,75827.0,Firehouse Headquarters,4.8
483,60.9878,5.0,10745.0,Florida 500 Final Race,5.0
484,36.5878,5.0,70639.0,Street Race of Snake Jaguar,4.7
485,12.0,4.3,10731.0,Cruz Ramirez Race Simulator,5.0
486,62.986,3.6,21033.0,Chicago,4.8
487,9.99,4.3,10731.0,Cruz Ramirez Race Simulator,5.0
488,46.3971,4.5,75881.0,2016 Ford GT & 1966 Ford GT40,4.8
489,60.9878,4.6,70612.0,Green Ninja Mech Dragon,4.7
490,110.352,4.8,76107.0,Thanos: Ultimate Battle,4.6
491,10.1322,3.5,41586.0,Batgirl™,4.3
492,30.4878,5.0,10743.0,Smokey's Garage,4.5
493,69.99,3.6,70615.0,Fire Mech,4.2
494,3.1122,4.3,71019.0,THE LEGO® NINJAGO® MOVIE™,4.3
495,143.952,3.3,60167.0,Coast Guard Head Quarters,3.7
496,129.55200000000002,4.8,75186.0,The Arrowhead,4.8
497,345.1,4.3,21137.0,The Mountain Cave,4.5
498,92.2929,3.2,21035.0,Solomon R. Guggenheim Museum®,4.6
499,104.3971,4.4,60174.0,Mountain Police Headquarters,4.6
